id	nsnp	method	b	se	or	or_lci95	or_uci95	pvalue
C1orf87	38	Inverse variance weighted	0.037612618	0.012124606	1.038328925	1.013944722	1.063299539	0.001921061
C1RL-AS1	17	Inverse variance weighted	-0.042135488	0.021344086	0.958739874	0.919458935	0.999698965	0.048369689
C1RL	30	Inverse variance weighted	0.048773425	0.015106361	1.049982424	1.019349785	1.081535609	0.001243681
C2	4	Inverse variance weighted	0.245862702	0.076649312	1.278723995	1.100351914	1.486011007	0.001338331
C20orf118	2	Inverse variance weighted	-0.383094227	0.127109769	0.681748657	0.531405777	0.874625854	0.002579256
C20orf195	2	Inverse variance weighted	0.193510061	0.077600927	1.213501595	1.04228169	1.412848499	0.012643482
C20orf24	5	Inverse variance weighted	0.122640633	0.061780579	1.130478091	1.001551902	1.276000487	0.047133336
C4A	23	Inverse variance weighted	-0.074974384	0.0131928	0.927767252	0.904084661	0.952070211	1.3237E-08
C4B	23	Inverse variance weighted	0.057291202	0.007623007	1.058964138	1.043259668	1.074905012	5.6666E-14
C4orf29	3	Inverse variance weighted	-0.1323054	0.05755564	0.876073401	0.782614959	0.98069248	0.02151976
C5	65	Inverse variance weighted	-0.021697572	0.010808366	0.978536127	0.95802446	0.999486957	0.044698638
C5AR1	3	Inverse variance weighted	0.252703006	0.127226243	1.28750084	1.003345151	1.652131781	0.047005676
C5orf17	12	Inverse variance weighted	-0.060627697	0.027017621	0.941173576	0.892630788	0.992356204	0.024832032
C5orf56	2	Inverse variance weighted	0.256948578	0.104900681	1.292978638	1.052684159	1.588124742	0.014307607
C6orf136	2	Inverse variance weighted	0.423444187	0.18175256	1.527212513	1.069519165	2.180772572	0.019817576
C6orf163	9	Inverse variance weighted	-0.117739006	0.029856335	0.888928027	0.838402132	0.942498842	8.02948E-05
C6orf226	6	Inverse variance weighted	-0.146710986	0.05159782	0.863543517	0.780482694	0.955443871	0.004464113
C7orf25	33	Inverse variance weighted	-0.040564543	0.01765864	0.960247185	0.927580703	0.994064079	0.021610219
C7orf49	12	Inverse variance weighted	0.062416501	0.031449295	1.064405579	1.000776185	1.132080532	0.047181094
C7orf53	35	Inverse variance weighted	0.039378828	0.015743986	1.040164453	1.00855702	1.072762439	0.012377389
C7orf55	2	Inverse variance weighted	-0.193346863	0.096037414	0.824196042	0.682781629	0.99489952	0.04408884
C7orf73	23	Inverse variance weighted	0.066265502	0.012604098	1.068510371	1.042437237	1.095235638	1.46061E-07
C8orf46	29	Inverse variance weighted	0.074474886	0.021310773	1.077318287	1.033246483	1.123269918	0.000474584
C9orf135	49	Inverse variance weighted	-0.021428139	0.009965742	0.978799812	0.959866569	0.998106511	0.031540986
C9orf152	12	Inverse variance weighted	0.087012684	0.034271766	1.090910516	1.020038144	1.16670711	0.01112007
C9orf156	43	Inverse variance weighted	-0.04397767	0.018246402	0.956975327	0.923355817	0.991818928	0.015943321
C9orf16	2	Inverse variance weighted	0.245333926	0.088546442	1.278048016	1.074422061	1.520265442	0.005593924
C9orf174	8	Inverse variance weighted	0.103755672	0.042765706	1.109329382	1.020134916	1.206322475	0.0152603
C9orf72	33	Inverse variance weighted	0.063062024	0.016672413	1.065092898	1.030850402	1.100472851	0.000155313
C9orf84	10	Inverse variance weighted	-0.096984544	0.045293474	0.907570033	0.83047309	0.991824269	0.032254072
CA8	16	Inverse variance weighted	-0.068101183	0.033721481	0.934165947	0.874419287	0.997994931	0.043433266
CABP1	9	Inverse variance weighted	0.139505816	0.067542037	1.149705492	1.007148856	1.312440273	0.03887888
CACFD1	11	Inverse variance weighted	-0.074903064	0.034159099	0.927833422	0.867747159	0.992080297	0.028323919
CACNA1H	6	Inverse variance weighted	0.119729391	0.057555768	1.127191782	1.006944085	1.261799273	0.037504194
CALM2	9	Inverse variance weighted	-0.151099811	0.058469373	0.859761881	0.766669261	0.964158249	0.009758942
CALML6	2	Inverse variance weighted	0.202981668	0.095539326	1.225050011	1.015848872	1.477333461	0.033621038
CALU	14	Inverse variance weighted	0.077590761	0.031020292	1.080680311	1.01693275	1.148423959	0.012374163
CAMK1D	47	Inverse variance weighted	-0.042507589	0.013950657	0.958383192	0.932532872	0.984950097	0.002311411
CAMK4	11	Inverse variance weighted	-0.074732545	0.032387457	0.927991649	0.870914073	0.98880995	0.021029561
CAMKK2	60	Inverse variance weighted	0.033644768	0.01166764	1.034217154	1.010834466	1.058140732	0.003931619
CAMTA1	17	Inverse variance weighted	-0.079751372	0.039806113	0.923345887	0.854045034	0.998270107	0.045124119
CAPG	41	Inverse variance weighted	0.027906634	0.010113625	1.028299671	1.008116691	1.048886724	0.005792344
CAPN10	5	Inverse variance weighted	0.203368253	0.064171334	1.225523688	1.080682125	1.389778062	0.001528882
CARNS1	9	Inverse variance weighted	-0.168945899	0.044297028	0.844554593	0.774321533	0.921157983	0.000136773
CARS2	15	Inverse variance weighted	0.039553538	0.019881351	1.040346195	1.000586262	1.081686055	0.046648315
CBX7	3	Inverse variance weighted	0.202309073	0.096370256	1.224226325	1.013513868	1.478746509	0.035791384
CCDC101	55	Inverse variance weighted	-0.029924283	0.010372844	0.970519016	0.950986839	0.990452362	0.00391578
CCDC104	13	Inverse variance weighted	-0.081649855	0.041240945	0.921594594	0.850031299	0.999182732	0.047723195
CCDC109B	12	Inverse variance weighted	-0.05353256	0.018342869	0.947875077	0.914402363	0.982573098	0.003517876
CCDC115	18	Inverse variance weighted	0.067308487	0.028944789	1.069625393	1.010632831	1.132061462	0.020050075
CCDC125	21	Inverse variance weighted	-0.042793263	0.019867865	0.958109446	0.921516794	0.996155162	0.03124853
CCDC126	29	Inverse variance weighted	0.063202931	0.022771615	1.065242989	1.018744072	1.113864272	0.005511455
CCDC134	23	Inverse variance weighted	-0.060822894	0.02842811	0.94098988	0.889992725	0.994909205	0.032392487
CCDC135	8	Inverse variance weighted	-0.081425224	0.040283517	0.921801636	0.851819256	0.997533515	0.043248329
CCDC154	11	Inverse variance weighted	0.100378711	0.030862541	1.105589537	1.040694345	1.174531437	0.001144168
CCDC171	7	Inverse variance weighted	-0.13033659	0.05805641	0.877799922	0.783388017	0.983590107	0.024768188
CCDC41	10	Inverse variance weighted	-0.098563194	0.039959958	0.906138428	0.837876376	0.979961812	0.013642208
CCDC50	24	Inverse variance weighted	0.047605531	0.023819123	1.048756872	1.000920473	1.098879487	0.045648779
CCDC57	24	Inverse variance weighted	-0.048917441	0.020907502	0.952259744	0.914026106	0.992092692	0.019298845
CCDC64B	27	Inverse variance weighted	0.060397743	0.015438757	1.062258969	1.030596519	1.094894166	9.15024E-05
CCDC82	21	Inverse variance weighted	-0.050674688	0.024111762	0.950587858	0.906708979	0.996590191	0.035583203
CCDC97	2	Inverse variance weighted	0.286644915	0.13285253	1.331951173	1.026601626	1.728123045	0.0309576
CCNC	4	Inverse variance weighted	0.208536585	0.099788877	1.231873997	1.013034604	1.497987865	0.036637761
CCNG1	4	Inverse variance weighted	-0.218581148	0.085888431	0.803658262	0.679143746	0.951001325	0.010929563
CCR5	16	Inverse variance weighted	-0.055276884	0.02724524	0.946223118	0.897019612	0.998125545	0.042472152
CCR6	17	Inverse variance weighted	-0.089951297	0.032650148	0.913975697	0.857318668	0.97437698	0.005869137
CCT4	12	Inverse variance weighted	-0.097642528	0.035185122	0.906973063	0.846533615	0.97172767	0.005518331
CCT6P3	31	Inverse variance weighted	0.034082154	0.0154769	1.034669606	1.00375446	1.066536922	0.027656089
CCT8	44	Inverse variance weighted	-0.026660473	0.012767731	0.973691781	0.949627738	0.998365618	0.036787594
CD163L1	13	Inverse variance weighted	0.10894985	0.045701466	1.115106427	1.01956389	1.21960218	0.017128092
CD36	57	Inverse variance weighted	0.022512371	0.010891482	1.022767686	1.001165744	1.044835729	0.038736953
CD38	3	Inverse variance weighted	-0.237203607	0.120759074	0.78883066	0.622574866	0.999484311	0.049498615
CD47	43	Inverse variance weighted	0.043041194	0.0169761	1.043980899	1.009815901	1.079301799	0.011231918
CD53	17	Inverse variance weighted	-0.114690089	0.038522964	0.891642431	0.826797812	0.961572726	0.00290906
CD68	15	Inverse variance weighted	-0.076250549	0.030678003	0.926584023	0.872511509	0.984007595	0.012936517
CD70	4	Inverse variance weighted	-0.19886357	0.069342429	0.819661712	0.715499248	0.93898816	0.004132736
CD86	20	Inverse variance weighted	0.072006918	0.036082232	1.074662779	1.001286571	1.153416137	0.045973806
CD93	54	Inverse variance weighted	0.031932607	0.012478499	1.032447923	1.007502754	1.05801072	0.010497065
CDC123	17	Inverse variance weighted	-0.055074922	0.019808253	0.946414238	0.910374617	0.983880585	0.005429151
CDC16	45	Inverse variance weighted	0.023034831	0.008914216	1.023302181	1.005578469	1.041338281	0.009764603
CDC25B	26	Inverse variance weighted	0.047866022	0.018796476	1.049030099	1.011085928	1.088398243	0.010879601
CDC26	22	Inverse variance weighted	-0.045086434	0.015097369	0.955914854	0.928042938	0.984623848	0.002823044
CDC42BPB	28	Inverse variance weighted	-0.045487578	0.021028387	0.955531472	0.916949191	0.995737171	0.030529557
CDC42SE1	39	Inverse variance weighted	-0.049118796	0.014113946	0.952068021	0.926091599	0.97877307	0.000501114
CDK3	2	Inverse variance weighted	-0.35506347	0.152571743	0.701128941	0.519907646	0.945517527	0.019955143
CDKN2B	11	Inverse variance weighted	0.054548284	0.026962238	1.056063466	1.001703748	1.113373137	0.043059089
CDKN2D	8	Inverse variance weighted	-0.066463478	0.02697246	0.935697088	0.887515317	0.986494571	0.013734869
CDS2	24	Inverse variance weighted	0.030072188	0.009458891	1.030528923	1.01159952	1.049812539	0.001476562
CDV3	12	Inverse variance weighted	0.060975692	0.02954178	1.062873078	1.003078532	1.126232039	0.039013038
CEACAM22P	8	Inverse variance weighted	0.07085146	0.033003488	1.073421768	1.006183663	1.145153051	0.031810243
CEBPB	10	Inverse variance weighted	0.082964527	0.041882658	1.086503267	1.000874901	1.17945744	0.047604709
CENPB	9	Inverse variance weighted	0.124818371	0.046661494	1.132942659	1.03392459	1.241443603	0.007473463
CENPN	8	Inverse variance weighted	0.099804992	0.033285719	1.104955422	1.035169295	1.179446193	0.00271372
CENPV	35	Inverse variance weighted	-0.041651443	0.016063987	0.95920406	0.929473616	0.989885471	0.009518541
CENPW	3	Inverse variance weighted	0.227741978	0.10205017	1.255761269	1.028111522	1.533818396	0.025636991
CEP152	17	Inverse variance weighted	0.040757404	0.018241431	1.041599387	1.005016741	1.079513643	0.025461269
CEP19	45	Inverse variance weighted	-0.046204443	0.013199623	0.954846731	0.930460453	0.979872144	0.000464497
CEP78	17	Inverse variance weighted	-0.035330125	0.017494769	0.965286699	0.932748316	0.998960164	0.043438609
CEP97	9	Inverse variance weighted	0.109376599	0.05005882	1.115582399	1.01132496	1.230587732	0.028891662
CERS6	17	Inverse variance weighted	-0.07230354	0.035236854	0.930248485	0.868169963	0.996765934	0.040176513
CFDP1	22	Inverse variance weighted	0.076253394	0.020262078	1.079236012	1.037215503	1.122958889	0.000167649
CHMP1A	14	Inverse variance weighted	-0.071747273	0.029476438	0.930766096	0.87851606	0.986123721	0.014930724
CHST8	4	Inverse variance weighted	0.211779103	0.071717578	1.235874854	1.073809548	1.422399957	0.003147432
CIB2	9	Inverse variance weighted	0.135072033	0.05385626	1.144619232	1.029953611	1.272050676	0.012141327
CIRH1A	15	Inverse variance weighted	0.072105065	0.02631339	1.074768259	1.020743028	1.131652902	0.00613939
CISD2	9	Inverse variance weighted	-0.088806324	0.044036654	0.915022774	0.839357831	0.997508627	0.043732513
CKS2	17	Inverse variance weighted	-0.067975095	0.02728485	0.934283742	0.885632322	0.985607784	0.012727203
CLCF1	6	Inverse variance weighted	0.140087029	0.063135217	1.15037391	1.016476264	1.301909528	0.026497522
CLCN3	4	Inverse variance weighted	0.24032984	0.101007414	1.271668528	1.043265094	1.550076633	0.017344202
CLDND1	3	Inverse variance weighted	0.242815583	0.118248153	1.274833502	1.011110472	1.607342129	0.040029844
CLEC18A	41	Inverse variance weighted	-0.016054928	0.005427978	0.984073266	0.973659365	0.99459855	0.00309833
CLEC18C	17	Inverse variance weighted	0.036512209	0.012058727	1.037186967	1.012960371	1.06199298	0.002462873
CLEC1A	16	Inverse variance weighted	-0.044011838	0.022068471	0.95694263	0.916433254	0.999242653	0.046115888
CLEC2B	9	Inverse variance weighted	-0.072719454	0.036487772	0.929861663	0.865683867	0.998797304	0.046263477
CLEC7A	36	Inverse variance weighted	-0.034380199	0.014147672	0.966204085	0.939779847	0.993371306	0.015094833
CLECL1	52	Inverse variance weighted	0.046350304	0.014873364	1.04744127	1.017347257	1.07842549	0.001831175
CLHC1	59	Inverse variance weighted	0.024288609	0.011181521	1.02458598	1.002375645	1.047288444	0.029839843
CLN8	20	Inverse variance weighted	0.059322032	0.029535008	1.0611169	1.001434444	1.124356248	0.044586704
CMC1	16	Inverse variance weighted	0.073770113	0.030961192	1.07655929	1.013172175	1.143912095	0.017187882
CMC2	20	Inverse variance weighted	0.086495678	0.018797498	1.090346655	1.050905928	1.131267601	4.19567E-06
CMIP	16	Inverse variance weighted	-0.076586725	0.035657138	0.92627258	0.863747571	0.993323652	0.031724469
CNN3	9	Inverse variance weighted	0.174013568	0.059503559	1.190071712	1.059065158	1.337283802	0.003450956
CNOT3	5	Inverse variance weighted	0.145855357	0.059848126	1.15702882	1.028964577	1.301031854	0.014805933
CNTNAP1	3	Inverse variance weighted	-0.161816167	0.063679615	0.850597558	0.750790812	0.963672163	0.011050481
COG1	28	Inverse variance weighted	0.04053864	0.019033487	1.041371548	1.003238237	1.080954314	0.033183273
COG4	17	Inverse variance weighted	-0.080827645	0.027609027	0.92235265	0.873767167	0.97363971	0.003416108
COG6	38	Inverse variance weighted	0.030622574	0.014724904	1.031096268	1.001763315	1.061288129	0.037558102
COL26A1	34	Inverse variance weighted	0.053982487	0.019294522	1.055466118	1.016296588	1.096145298	0.005144971
COL9A3	32	Inverse variance weighted	0.028181395	0.011421702	1.028582247	1.005811682	1.051868315	0.013611529
COMMD10	20	Inverse variance weighted	-0.059546642	0.023156279	0.942191587	0.900384892	0.985939451	0.01012556
COPZ2	20	Inverse variance weighted	-0.0757104	0.029416699	0.927084651	0.875143741	0.982108321	0.010061113
COQ5	71	Inverse variance weighted	-0.024484872	0.010905393	0.975812451	0.955176211	0.996894529	0.024754798
COQ6	23	Inverse variance weighted	0.066555315	0.020954114	1.068820084	1.025812777	1.113630477	0.00149197
CORO1A	5	Inverse variance weighted	-0.187628472	0.061601359	0.828922618	0.734645554	0.935298257	0.002320239
CORO1B	9	Inverse variance weighted	0.112752825	0.045415848	1.119355222	1.024021746	1.223563969	0.013039972
COX15	9	Inverse variance weighted	-0.166736341	0.042054499	0.846422749	0.779452788	0.919146716	7.34673E-05
COX7A2L	33	Inverse variance weighted	0.040948853	0.01768853	1.041798819	1.006299091	1.07855089	0.020613222
CPAMD8	18	Inverse variance weighted	-0.089400255	0.02690994	0.914479476	0.867496555	0.964006953	0.0008931
CRELD2	25	Inverse variance weighted	0.039185775	0.017786602	1.039963665	1.004333398	1.07685797	0.027587253
CRIM1	12	Inverse variance weighted	-0.109644265	0.038972475	0.896152871	0.830248424	0.96728876	0.004902414
CRIP2	26	Inverse variance weighted	-0.035867492	0.015222356	0.964768125	0.936408647	0.99398648	0.01846109
CRIP3	9	Inverse variance weighted	0.109677991	0.05049519	1.115918677	1.010764949	1.232011947	0.02985202
CRIPAK	52	Inverse variance weighted	-0.029318743	0.010105638	0.971106882	0.952061359	0.990533401	0.003717053
CRLF3	11	Inverse variance weighted	0.119262407	0.033791609	1.126665525	1.054462179	1.203812929	0.000416582
CRLS1	25	Inverse variance weighted	-0.046314335	0.019259818	0.954741807	0.919372802	0.991471485	0.016185173
CRNKL1	20	Inverse variance weighted	0.07370671	0.029771717	1.076491035	1.015472625	1.141175961	0.013296438
CROCC	26	Inverse variance weighted	-0.063751882	0.026823451	0.938237764	0.890185113	0.988884322	0.017467253
CROT	17	Inverse variance weighted	0.099388016	0.032130193	1.104494778	1.037083907	1.176287384	0.001979503
CRTC3	13	Inverse variance weighted	-0.083716125	0.037274098	0.919692297	0.854897793	0.989397713	0.024706586
CRY2	28	Inverse variance weighted	-0.055720846	0.018127239	0.945803124	0.91278927	0.980011025	0.002112988
CSAD	6	Inverse variance weighted	-0.122405182	0.048411151	0.884789795	0.804695739	0.972855881	0.011456735
CSK	25	Inverse variance weighted	-0.066713299	0.019460898	0.935463362	0.900453585	0.971834324	0.000607891
CSNK1G3	6	Inverse variance weighted	-0.227919721	0.066127206	0.796188175	0.699402384	0.906367527	0.000567508
CST7	36	Inverse variance weighted	0.042029333	0.018480302	1.042925071	1.005824841	1.081393757	0.022949311
CSTA	50	Inverse variance weighted	-0.056563319	0.013950052	0.945006645	0.919518219	0.971201594	5.0198E-05
CTA-384D8.20	6	Inverse variance weighted	0.090643743	0.029016331	1.094878878	1.034348473	1.158951541	0.001784789
CTA-963H5.5	20	Inverse variance weighted	-0.064369725	0.020871955	0.93765826	0.900073586	0.976812369	0.002042173
CTB-109A12.1	7	Inverse variance weighted	0.055070945	0.027442729	1.056615574	1.00128402	1.115004783	0.044775323
CTB-113P19.3	14	Inverse variance weighted	0.042454318	0.014489803	1.043368392	1.01415353	1.073424851	0.003390226
CTB-36H16.2	3	Inverse variance weighted	-0.078210619	0.038771589	0.924769632	0.85709807	0.997784153	0.043673111
CTBS	24	Inverse variance weighted	-0.049076251	0.022894208	0.952108527	0.91032928	0.995805219	0.032064155
